name,avg_yearly_rainfall ,geology ,hydrologic_soil_group ,parent_material ,seedling_mortalityl ,soil_drainage_class ,soil_hydric_rating_class ,soil_surface_texture ,surficial_geology ,type_disturbance ,understory_density_class ,vegetation ,wetlands ,years_since_fire ,air_flow_height ,aspect ,available_watersupply_at_100cm ,available_watersupply_at_150cm ,available_watersupply_at_25cm ,available_watersupply_at_50cm ,convergence_index ,convexity ,cross_sectional_curvature ,diffuse_solar_radiation ,direct_duration_solar_radiation ,direct_solar_radiation ,elevation ,general_curvature ,longitudinal_curvature ,ls_factor ,maximal_curvature ,melton_ruggedness_index ,mid_slope_position ,minimal_curvature ,multi_resolution_valley_bottom_flatness ,negative_openness ,normalized_height ,percent_organic_matter ,plan_curvature ,positive_openness ,potential_solar_radiation ,precip_frequency ,prism_tmax_30year ,prism_tmean_30year ,prism_tmin_30year ,sky_view_factor ,slope ,slope_height ,standardized_height ,tangential_curvature ,terrain_view_factor ,topographic_ruggedness_index ,topographic_wetness_index ,total_curvature ,valley_depth ,visible_sky ,wind_effect ,wind_exposition_index ,concavity 
Betula_alleghaniensis_v_alleghaniensis,5.89311,7.20439,0,11.76944,0.03142,0.11231,0.68401,0.50984,3.03028,0.09936,2.46639,10.24707,0.13753,0.18619,5.27324,1.32214,0.00014,1.08046,0.05306,0,0.20993,0.26821,0.67874,0.54212,0.31887,0.10186,0.09109,0,1.37708,0.0098,0.08179,0.75026,1.25293,0.01269,0,1.27616,0.6019,1.2395,0.4318,2.53071,0.01666,6.86335,3.55447,6.72711,5.82002,0.43931,0.31312,2.17343,0.0382,1.06185,0.20235,0.07224,0.06211,1.48714,0.79041,1.62332,2.86492,3.8664,0.14784
Betula_alleghaniensis_variety,1.19921,3.54072,0.40315,4.53787,0.54577,0.45821,0.0475,2.3756,3.79824,0.25694,1.01743,3.40811,0.0121,0.51905,16.3217,0.22221,0.1367,1.22867,0.00144,0.11149,0.67671,0.23539,0.06992,14.87027,0.58098,0.07447,13.4749,0.03424,0.00832,0.39558,0.10086,0.11013,0.218,0.21474,0,1.27679,1.1478,3.28617,0.01385,3.79022,0.25945,2.60413,1.31607,0.15849,0.8687,0.17044,0.03058,0.34181,5.79033,0.01477,0.06226,0.80454,0.11647,0.29572,1.93111,0.64433,0.99009,2.60071,0.27852
Betula_lenta,2.82133,4.18123,0.80189,20.24373,1.1158,0.74189,1.83468,1.68322,0.68207,1.27908,1.8584,6.74855,0.11409,1.09587,0.04373,0.97145,0.01995,1.71235,0.00324,0.00732,0.03684,0.0983,0.10565,8.09102,2.13405,0.20674,1.11081,0.0891,0.31816,0.16916,0.51566,0.13449,1.26718,0.24222,0,6.65187,0.32248,1.07906,0.25236,0.17993,0.07355,5.32797,0.78418,1.75534,3.10717,0.13264,0.6957,0.96038,5.42262,0.11564,0.06208,2.30558,0.01574,0.19114,0.74123,0.24892,1.74767,5.2498,0.09773
Betula_nigra,5.62471,9.61978,1.1596,11.36186,1.97937,2.52796,2.57414,1.3435,0.53032,0.19143,5.18005,5.1411,0.18137,1.79666,0.44443,0.32223,0,0.03164,0,0.13287,0.67747,0.04896,0.02614,6.76168,0.22668,0.00777,11.29586,0.11717,0.26642,0.15461,0.02989,0.0229,0.16183,0.32021,0,0.03997,0.6291,1.74435,0.02714,2.7426,0.94669,1.45361,8.56314,0.36474,1.45383,0,0.00161,0.01466,0.14499,0.01902,0,0.0931,0.40796,0.40367,1.20486,3.34621,0.27324,5.7862,0.07878
Bignonia_capreolata,1.22571,3.80838,0.0578,4.99311,2.15163,0.97502,0.11637,0.85904,0.46041,0.03913,0.64999,8.69194,0.22682,4.41101,2.36866,0.15521,0,0.01525,0,0,0.0457,0.50893,0.00726,0.00156,0.53297,0.01413,41.77803,0,0,0.00188,0.15111,0.27735,0.42152,0.08177,0,4.8293,0.0694,4.72083,0.02581,0.06026,0.48309,0.24647,0.65071,0.73425,2.29347,0.13757,0.5125,0.01364,7.88641,0.02609,0,0.08341,0.14386,0.09468,0.92707,0.06691,0.33867,0.46687,0.16107
Biston_betularia,10.53489,17.87718,0.64411,8.01584,0.29258,0.12157,1.42003,1.34881,8.56468,0.08221,3.93341,7.74793,2.40271,2.46689,0,0.99709,0.0093,0.06121,0.02232,0.02508,0.66567,0.04306,1.12613,0.46432,0.2465,0.50144,0.03309,0.27157,0,0.05387,0.00965,0.28102,1.20433,0.08851,0,0.12281,0.43253,0.06545,0,0.01344,2.36816,0.0053,0.64879,0,0.63047,0.05845,1.20545,1.163,0.01991,0.32625,0,17.38961,0,0.44804,1.08683,1.26827,1.03236,0.0583,0.09954
Blarina_brevicauda,8.46863,6.24587,3.86584,25.09094,1.13752,0.07921,0.01043,0.65788,6.27895,0.15938,3.82107,6.12134,2.74369,0.62708,0.11513,0.62674,0,0.18287,0.05691,1.79129,0.97622,0,0.17692,1.30494,0.00914,0,2.80287,2.4356,0.02236,0.01971,0.0381,0.08227,1.54051,0.03919,0,1.28582,0.00702,0,0,0.00296,0.09138,0.3388,0,0.06774,0.62777,5.95957,0.37871,0.29268,5.87598,0.04637,0.98921,0.16216,0,1.26668,0.63719,0.00518,1.61339,0.61833,2.20451
Bleptina_caradrinalis,10.8948,9.00679,0.10228,5.74044,4.43835,1.73713,0.0563,1.8333,21.94897,0.09853,3.2929,3.65674,2.82418,0.82804,0.00106,1.53074,0,0.01956,0.02941,0,0.06855,0,0.11975,0.51607,0.58076,0.00345,0.00983,0.05502,0.19652,0.07066,0.01464,0.83646,0.41121,0.02487,0,8.54725,0.11183,2.92974,0.0043,1.42791,0.12071,0.07447,1.84045,1.06586,0.08125,0.38277,1.02223,0.03364,0.03954,0.19612,0,9.31085,0.0085,0.19246,1.01598,0.07835,0.36225,0.14661,0.05971
Boehmeria_cylindrica,1.04642,6.54267,2.63344,18.73351,3.002,1.43885,0.43459,2.60653,10.78603,0.00992,2.71483,2.34075,1.04055,4.33368,0.42376,1.22419,0,0,0,0,0.15935,0.95164,0.06649,0.68921,0.03141,0.0057,4.11294,0,0.40947,0.28874,0.03525,0.27392,0.03424,0,0,0.39337,0.52897,3.59665,0.00483,0.26051,0.00312,0.27625,7.71471,1.30443,0.54055,0.00062,0.0718,0.06017,16.64179,0.16876,0,0,0.09646,0.04614,0.11783,0.84793,0.3626,0.29126,0.30114
Bombus_Pyrobombus_impatiens,6.44144,22.29449,0.80968,4.5322,2.21694,0.50057,0.31036,5.65373,19.84239,0.76384,12.64441,8.34245,0,0,0.46929,0.66163,0,0,0,0.74785,0.29867,0.00505,0.03224,0.00476,0,0,0.28403,0,0.01042,0.09704,0.00682,0.24376,2.23936,0.29747,0,1.6699,0.01941,0.46131,0.0061,0.00852,0.01216,0.71784,0.0907,0,0.64828,0.13303,0.03037,1.14215,0.05138,0.10356,0,0.55698,0.04316,1.02354,0.22239,0.01131,1.43766,0.01915,1.84022
Bombycilla_cedrorum,7.09265,10.77915,4.15295,3.65616,0,0.58182,0.30389,0.81788,1.6676,0.27237,2.00791,7.28822,0,3.07941,0.31776,2.38761,7.34727,0.00102,0.22715,1.04965,0.30801,0.90335,0.02151,7.25908,2.93952,0.06953,0.23616,0.20761,1.13138,0.41153,0.144,1.02028,1.02469,0.1753,0,0.96003,1.05677,1.13741,0.92689,0.54129,5.92386,0.57587,0.60566,0.3073,0.59796,0.07031,2.38004,0.88169,0.15384,2.73803,0.30251,0.52932,0.4304,0.37682,1.93943,0.31657,0.95235,6.84057,0.57276
Bomolocha_baltimoralis,7.83192,9.968,0.2032,8.26353,0.891,0.37135,0.04105,9.16375,19.16001,0.14932,1.98398,11.05,0,0.82767,0.13759,0.12589,0,0.02523,0.03224,0,0.6461,0.09889,0.4707,0.38057,0,0,0.00891,0.00475,0.03893,0.1739,0.16516,1.06144,0.44338,0.01796,0,0.9955,0.18083,2.94624,0,0.01663,0.63664,0.1551,3.2113,0,1.67695,0.06384,1.16339,1.09577,0.06633,0.05187,0.25567,8.48123,0.26022,1.12202,2.84499,0.60028,0.32485,0.11388,0
Bonasa_umbellus,4.46893,13.89208,2.91159,4.66939,4.28977,0.09199,0.02804,0.88731,1.71519,0.7858,5.05802,7.56777,0,3.98303,0.15467,3.43171,0.00148,0.41896,0.03446,0,0.66794,0.17451,0.23301,0.89176,2.38142,0.11605,0.37892,0,0.01569,0.21461,0.07718,1.58265,3.15686,3.19795,0,1.52701,0.20711,2.1619,0,3.2841,2.53492,8.43036,0.90054,0.09922,1.57114,0.06276,0.1565,1.4342,0.36967,0.60758,0.00936,0.0934,0.1179,0.05859,2.73925,0.13638,3.43609,2.16172,0.42161
Botrychium_dissectum_v_dissectum,3.42577,12.38037,0.00283,23.21975,0.03718,1.24694,0.01117,0.92993,7.959,0.00295,0.22385,1.90951,0,0.47189,0.1928,1.73165,0.1411,0.59627,0.25111,0.07567,0.26507,1.88993,0.38611,0.13381,1.71377,0.02105,0.80032,0.24918,0.01524,0.43706,0.50197,0.13798,1.34422,0.06275,0,16.42727,0.83132,0.23133,0.04475,0.4127,0.73891,1.54222,2.22305,1.09558,1.5005,0.04634,0.18203,0.81732,0.24884,0.13374,0.62392,0.07104,0.08172,0.33318,4.44727,0.50971,1.51635,1.46574,1.70689
Botrychium_dissectum_variety,4.71848,22.95688,0.16776,18.60672,3.81414,0.42309,1.31287,2.29458,12.84353,0.23611,4.40136,12.49354,0,1.28104,0,0.49506,0.01775,0.00155,0.16823,0,0.37433,0.65641,0.12154,0.58472,0.07773,0.00157,0.03043,0.00226,0.01675,0.00306,0,0.04649,0.65998,0.20874,0,0.51345,0.11731,1.93244,0.07429,0.01765,0.45863,3.15374,0.19953,0.0603,0.3093,0.15543,0.15732,0.81342,0.46223,0.92389,0.00078,0,0.09994,0.08185,0.18709,0,0.5437,0.58519,0.13587
Botrychium_virginianum,4.61776,2.88062,0.18236,14.48158,0.68115,0.10102,1.19831,3.15006,12.66088,0.56089,1.71496,6.9794,0.07945,1.38568,0.44765,3.07503,0.29845,0.06599,0,0.09424,0.33816,0.15474,0.22339,3.25171,5.55821,0.13221,5.05007,0.03004,0.06611,0.04451,0.08414,0.4728,0.0873,0.23251,0,8.88737,1.25108,3.51011,0.02436,0.0609,0.87096,2.94338,0.24535,1.99758,1.00149,0.11457,0.11609,0.36476,0.07951,0.44276,0.10348,0.39906,0.10226,0.09082,0.33449,0.10221,0.63428,5.53102,0.41084
Boyeria_vinosa,5.27026,4.79807,4.22806,4.1524,0.32914,1.37457,0.04178,3.03323,8.33528,3.20556,2.03386,9.03512,0,0.93904,0.35544,0.89473,0,0.51329,0.0465,0,0.89435,0.22552,0,0,0.22451,0.01689,25.78273,0,0.00199,0,0.21997,1.0453,0.06597,0.15936,0,5.20164,0.00155,3.88795,0.06304,0.48547,5.01601,0.29255,0.54928,1.08705,0.73967,0.01187,0.06924,0.01869,0.07107,0.08916,0,0.0246,0.15014,0.87904,0.34445,2.28507,0.32278,1.11133,0.07543
Brachyelytrum_erectum,3.5393,37.28928,0.04294,4.85318,0.00835,0.09986,1.85164,0.428,3.41854,0.1098,9.17659,4.00972,1.41358,4.37193,0.10192,3.69759,0,0.00058,0.00478,0,0.02088,0.17709,0.08928,0.52265,0.79347,0.00383,3.17403,0.03806,0.09324,0.10862,0.37413,0.72134,1.40016,0.05157,0,0.86599,0.06734,1.44177,0,0.08912,0.02002,0.20132,2.06749,1.04659,6.29057,0.91629,0.48535,0.03407,0.03408,0.05002,1.19084,1.11351,0.01353,0.27287,0.4244,0.5259,0.38555,0.46201,0.01547
Brillia_flavifrons,8.51782,7.30735,0.07753,3.36336,0.01769,0.0072,2.34448,0.23818,1.8993,0.20536,6.73707,13.38278,0,5.02195,0,4.65948,0,0.00046,0.14572,1.31877,0.29846,0.23034,0.07527,0.29175,11.961,0.94798,0.08048,0,0.06515,0.14028,0.02897,1.14124,0.70742,0.07109,0,3.33873,1.60093,0.40815,0,7.47271,2.24148,1.1835,0.10808,0,0.01827,0.75297,1.59579,1.20413,0.07945,0.16462,0,0.13248,0.1157,1.18479,1.50974,0.13984,3.70006,1.41405,0.35061
Brotherella_recurvans,5.70783,2.93174,2.44423,5.39213,0.36471,0.03318,0.02129,1.30992,1.40904,0.01784,0.52506,7.80178,0,2.25616,3.24653,0.05414,0.04355,0.02274,0.12564,0,0.17763,0.00989,0.00499,0.21278,0.04234,0.00019,54.9819,0.00146,0.01321,0.16956,0.0338,0.33521,0.89334,0.02243,0,0.54634,0.14348,0.25935,0,1.15829,0.08293,0.2685,3.08647,0.1143,0.08643,1.34521,0.1276,0.07162,0.62708,0.25061,0.2009,0.22317,0.06382,0.07161,0.00179,0.35405,0.19927,0.07886,0.03209
Buteo_platypterus,11.03044,11.254,0.20182,3.2879,0.48598,0.36756,0.47737,1.49453,0.17944,1.02872,2.67522,5.95287,0,2.95394,0.90655,2.81932,0.0452,2.01948,0.00336,0.03103,0.62762,0.21556,0.14126,6.48408,1.59926,0.19681,1.29965,0.14342,0.5389,0.33248,0.00957,1.77951,0.94289,0.17398,0,1.48454,0.50148,4.61982,0.65535,0.60376,1.5827,9.51174,2.20615,0.40105,5.70954,0.13299,0.35402,0.80964,1.1158,0.04344,0.2187,0.54653,0.46349,1.86678,1.4257,0.13122,0.72792,2.68152,0.50637
Callopistria_mollissima,8.07302,7.73787,0.0321,6.07317,5.84484,2.92918,0.68318,10.65401,14.53813,1.3893,0.35728,9.49721,2.09956,0.05368,0.36619,1.588,0.00722,2.89519,0,0,0.40513,0,0.00658,0.41892,0,0,0.03515,0.00734,0.01904,0.12432,0.32269,0.45858,0.00771,0.03241,0,4.1509,0.07401,0.7103,0.00121,1.12257,0.27101,0.19926,1.15038,0.0009,1.25695,0.11798,0.89561,3.03344,0.05258,0.06712,0.01907,7.71509,0.08937,0.85696,1.1337,0.07708,0.29911,0.02395,0.02452
Callosamia_angulifera,3.16202,9.83959,0.19522,2.38503,0.23026,0.29065,1.99025,3.58161,28.52471,0.11131,2.00163,7.289,3.69494,0,0,0.3805,0,0.08619,0,0.08459,0.34788,0.00135,0.01373,0.18292,0.38257,0,0,0.49056,0.08507,0.02744,0.43826,0.07991,0.26457,0.00055,0,0.21738,0.20028,3.07013,0,0.30403,0.50153,0.02051,0.08841,0.00363,0.01002,0.31473,2.73702,5.89533,5.72312,0.03961,0,10.22919,0.30666,2.50207,0.268,0.25333,1.0367,0.11602,0
Calopteryx_maculata,0.7054,2.15669,1.80091,1.80284,2.44815,14.41106,0.87355,2.61286,46.38257,0.8755,0.83806,2.86029,1.99962,0.29615,0.33753,0.90279,0,0.22675,0,0.01565,0.10291,0.04701,0.15554,0.06963,0.09428,0.01375,1.90085,0.01667,0,0.12158,0,0.01473,1.06237,0.11098,0,4.80035,0.71401,1.13783,0.09348,0.49975,0.70114,0.16523,0.28524,0.13182,0.63632,0,0.5719,0,0.00574,0.18888,0,0.06867,0.04196,0.13244,1.07235,0.85087,0.7339,1.77954,0.13182
Calycanthus_floridus_v_glaucus,3.10195,6.81916,0.61068,2.52919,0.30049,1.94734,0.12277,0.83734,1.62422,0.0089,3.53715,3.0153,0,2.74286,3.64103,0.06263,0,0.78521,0.01042,0,0.52681,0.05117,0.0194,0.09185,0.15105,0.00691,19.64755,0.06303,0.10063,0.06404,0.30238,0.75425,0.31605,0.05146,0,0.95344,0.15071,1.71942,0.01432,5.66145,0.01717,0.08788,1.03961,1.04666,6.3648,0.00931,0.0346,0.18801,21.88919,0.1407,0.04344,0.49204,0.23274,0.90813,0.26432,0.14002,3.31282,1.11645,0.32949
Calycanthus_floridus_variety,3.57204,18.52449,0.12329,2.53777,1.15384,0.36852,0.0333,0.34054,0.50195,0.41701,0.57292,1.90584,0,0.93375,0.38416,0.9415,0.02171,0.19566,0,0.00009,0.18328,0.20721,0.2123,1.53826,1.77957,0.20653,1.47039,0.0943,0.03498,0.21343,0.15731,0.21581,0.59452,0.2695,0,0.82379,0.07377,2.51725,0.12135,0.45681,0.37214,15.46132,3.22588,29.12107,0.59494,0.12448,0.49776,0.43454,0.40875,0.50476,0.14621,0.6666,0.61539,0.13398,0.83001,0.4673,0.28154,2.24261,0.17195
Cambarus_Cambarus_bartonii,6.71026,3.95968,0.32423,3.81329,0.4906,0.42388,0.51596,4.47268,22.4931,0.19464,1.34507,5.29846,0,1.01282,0.23222,1.96834,0.28764,0.09067,0.08266,0.13395,0.822,2.0575,0.98338,0.41042,1.33834,0.17121,3.86652,0.02218,0.05715,0.24837,0.16265,0.86966,0.35628,0.38301,0,1.32855,3.57917,1.17979,0.50545,0.19241,0.04136,0.34012,0.6438,0.2151,2.54927,0.32398,0.84421,0.95552,3.9962,0.32495,0.0118,0.1221,0.45409,0.18787,0.51538,1.98003,1.07634,11.21719,1.81647
Campaea_perlata,8.86146,11.93962,0.11209,13.88622,1.87551,0.70907,0.18953,3.34647,12.33769,0.24008,4.8698,5.50881,2.05357,1.2332,0.01001,0.27329,0.04643,0.00969,0,0.03128,0.25467,0,0.04005,0.44701,0.07657,0.00384,0.0516,0,0.02883,0.01684,0.024,0.00748,0.23935,0.11734,0,0.68753,0.02446,0.36098,0,0.04145,2.16892,0.01246,0.33917,0.25447,0.1916,0.02557,1.88982,0.18941,0.16725,0.00597,0.0082,20.23197,0.00702,1.20933,1.09474,0.96989,0.9782,0.0368,0.26341
Campanula_divaricata,2.57274,19.5983,0.35185,5.24702,0.35683,0.2556,0.14662,1.16911,0.18329,0.79753,1.08478,18.89103,0,14.66999,0.99733,0.74067,0,0,0.13518,0.01266,0.30947,0.14751,0.05538,1.16032,1.14365,0.0719,0.16193,0,0.01664,0.00932,0.08011,0.11643,0.08529,0.10808,0,1.54009,0.06158,3.86203,0,1.28699,0.01238,1.74399,0.15597,0.02848,5.04564,0.47195,4.43903,0.67198,0.07861,0.00414,0.06596,0.01793,0.05224,0.30367,0.18841,0.11784,0.64914,8.48037,0.04481
Campanulastrum_americanum,5.0391,21.50974,0.35703,17.27238,0.45444,0.40822,0.12006,2.7636,1.87094,1.0117,8.16713,12.75674,0,0.67291,0.92294,0.45011,0.0145,0.16255,0.01016,0,0.83765,0,0.12675,5.94261,0.50703,0.03001,7.00522,0.07428,0.09378,0.02943,0.13151,0.0026,0.68503,0.28553,0,0.24067,0.14896,0.69109,0,2.01209,0.73129,0.06261,0.7236,0.00775,1.01522,0.05788,0.46087,0.51578,0.07234,0.12302,0,0.00422,0.11685,0.41767,0.50043,0.01759,2.01899,0.07369,0.27173
Camponotus_pennsylvannicus,8.06948,17.31232,0.01636,6.64113,0.58261,0.57893,4.86823,0.99909,8.54204,1.22204,1.75865,20.85684,0,5.28216,0,1.46524,0.00722,1.09144,0,0,0.4837,0.10698,0.04708,0.44247,0.32499,0.00241,0.38003,0,0.28849,0,0.23605,0.28985,1.17482,0.5101,0,2.77492,0.07077,0.10057,0,0.02516,0.06424,0.20008,0.05033,0,0.02503,0.07027,0.28387,1.82712,0.26906,0.06516,0.03894,0,1.13357,0.16582,1.19966,0.72014,5.65975,0,1.67484
Campostoma_anomalum,1.52132,5.57994,0.33401,2.65194,1.32479,0.19,0.4288,0.45063,5.7199,0.06467,0.82655,3.08049,0,0.7462,13.23593,0.95841,0.16332,0.12433,0.05003,0.27477,0.29143,2.21789,0.1932,0.43814,3.65362,0.12942,15.83707,0.01763,0.40591,0.81062,0.28766,0.34802,0.30297,0.55916,0,4.96101,1.09739,0.39815,0.37768,0.28247,0.48688,0.52583,6.21959,0.39612,2.47192,0.01083,0.95951,0.72151,0.6041,2.04474,0.00865,0.59526,0.08836,0.26939,1.34156,1.93489,0.38722,7.48462,3.11353
Campostoma_oligolepis,1.91927,20.70831,0.20881,13.09981,0.00398,1.24182,0.67321,0.21022,6.61438,0.49271,0.73888,2.99213,0,0.78511,0.32259,0.44716,0.00123,0.1984,0,0,0.07523,0.00797,0.01433,0.09915,0.63583,0.07267,35.03013,0.47582,0.00904,0.00326,0.00237,0.59159,0.13928,0.96637,0,0.16321,0.06967,0,0.17186,0.29673,0.22011,1.29341,1.55555,1.06192,2.42375,0.00378,0.18477,0.01849,0.04286,0.01564,0,0.19753,0.39667,0.04459,1.0621,1.54388,0.27756,0.17489,0
Cardamine_diphylla,3.82129,13.04482,0.01106,3.91612,0.0175,0.07679,0.14001,0.9529,5.8377,0.11724,3.10089,9.98903,0,2.60785,0.0436,1.34288,0.4469,2.14971,0,0.6985,0.84893,0.61116,3.381,0.14943,4.76988,0.10648,0.02181,0.53943,0.80199,1.06341,1.62262,0.49892,0.58096,0.19902,0,1.29228,0.60747,0.07258,0.14752,0.53758,2.95407,8.15188,1.05991,6.15522,2.777,0.13293,1.52709,0.8658,2.63554,0.93927,1.8942,0.79558,0.22396,0.17828,1.73597,0.22265,0.73246,0.18871,0.66231
Cardellina_canadensis,1.63791,5.80294,0.00825,3.49636,0.00869,0.1909,0.60943,0.54566,0.68893,0,1.37636,2.20739,0,0.98632,27.69417,0.98639,0.11598,0.80728,0.17042,0.02237,0.32035,0.23299,0.27194,4.13694,0.53888,0.12151,10.10532,0.45582,0.21682,0.06724,0.37898,0.5925,0.23758,0.50245,0,0.41003,0.15305,0.0414,0.03395,7.50176,0.45708,3.50573,4.63689,6.32648,0.58391,0.22148,0.36779,0.99547,2.19222,0.19569,0.14345,0.1482,0.59082,0.20643,1.06458,2.12661,1.18732,0.72871,0.64576
Cardinalis_cardinalis,1.18054,5.9147,2.44891,2.49912,3.30998,0.07065,1.56194,5.93103,0.28241,1.83774,0.58841,5.8984,0.00697,1.06025,0.49239,1.27136,0.50408,0.1206,0.29013,0.20915,0.39161,0.24535,0.13749,1.38055,1.39488,0.06691,10.31553,0.04539,0.22238,0.12297,0.08914,0.50849,0.34008,0.35052,0,1.41617,0.10162,3.80618,0.09432,0.59047,0.59497,18.17444,2.63195,13.23761,3.87287,0.04398,0.14956,0.46749,0.205,0.02263,0.2134,0.27297,0.60237,0.2631,1.17673,0.29241,0.17056,0.27702,0.2322
Carex_brunnescens_sphaerostachya,6.16104,3.63165,0.12293,2.12857,0.29423,3.50904,0,0.39083,0.13914,0.02332,0.59889,2.13252,0,1.93682,5.10384,0.6193,0,0,1.87195,0.06792,0.17382,0.0287,0,0.27174,0.12099,0.0009,46.84923,0,0.57721,0,0,0.20784,0.82322,0.15129,0,1.53202,0.02659,0.01196,0,11.61563,0.07046,0.27764,0.93773,0.0916,0.08063,0.08509,0.07808,0.07412,0.88752,0.00639,0.06046,1.59951,0.00599,0.05219,0.0339,3.73043,0.80521,0,0
Carex_debilis_variety,8.48248,7.51618,1.15782,23.84942,0.00619,1.392,0.36598,0.32156,0.89262,0.22243,2.17435,2.38726,0,0.36585,1.04033,0.35618,0,0.05018,0.28383,0.00437,0.31306,0.02113,0.10054,0.71877,0.79843,0.05917,3.44861,0.02407,0.01303,0.24108,0.03168,0.19092,0.0383,0,0,3.06527,0.26278,0.06117,0.02004,30.74024,0.04044,1.60161,0.94055,0.1597,0.31658,0.74189,0.10079,0.34514,1.666,0.04511,0.16257,0.01219,0.02673,0.69025,0.40092,0.67234,0.81444,0.22534,0.02014
Carex_digitalis_v_digitalis,4.75281,10.3436,0.13188,5.47764,0.40346,0.07475,0.8273,0.52215,7.77678,1.24655,7.98749,9.99011,0,4.67317,0,0.99469,0,0,0,0.46106,0.00847,0.0477,0.00932,0.25049,0.80174,0.05326,10.89987,0.04937,0.22269,0.03407,0.6082,0.75313,1.97232,0.05948,0,4.81989,0.03894,4.52491,0.01125,3.62897,0,0.23219,3.38196,0,1.18006,0.05886,0.27911,0.21738,5.77097,0.00704,0,0.0053,0.30389,0.14178,0.34163,0.33827,2.72553,0.55769,0.00089
Carex_intumescens,6.96855,2.75688,0.42084,4.12844,3.99823,1.59574,0.1827,0.88708,13.8278,0.00837,3.4811,13.80298,0.46171,0.49052,0.00211,0.87599,0,0,0.04991,0,0.35049,0.23438,0.22776,2.21549,1.36536,0.04451,1.43551,0.05228,0.07447,0,0.05623,1.58484,1.5933,0.01513,0,0.62111,0.19935,1.70484,0.02436,5.1192,0.02266,0.27487,0.28728,0,0.56033,0.34562,0.0004,4.80373,7.21227,0.24494,0.00998,0.00317,0.27086,0.01001,0.3264,2.46324,0.21498,12.0918,0
Carex_laxiflora_v_laxiflora,8.36421,24.65842,1.0411,7.85074,0.02965,3.98942,2.48769,1.81247,0.89759,1.53594,6.7101,20.39479,0,0.0205,0,0.59309,0.00535,0.03024,0.02199,0,0.01487,0.02659,0.20581,0.67467,0.00684,0.00096,0,0.0014,0.12695,0.08014,0.10603,2.66225,0.34348,0.11715,0,0.96356,0.01884,0.19815,0,0.39637,0.81511,0.20095,2.74289,0.04339,0.62325,0.0226,0.1849,0.83522,0,1.52563,0.18539,0,0.24142,0.30137,1.03777,0.13568,1.13786,0.01218,3.56701
Carex_laxiflora_variety,3.16974,7.21739,0.15812,7.09197,0.05228,3.01485,0.15244,0.17652,5.11845,0.83821,4.56444,6.85963,0,1.12148,0.00434,1.36561,0,0.95437,0,0,0.58649,0.0017,0.09598,0,0.33719,0.00294,7.50907,0.13118,3.66518,0.00896,0.36291,0.24202,0.16113,0.01355,0,0.7457,2.25428,0.17955,0.15649,0.04307,1.123,0.6272,0.9222,0.25755,0.82045,0.00455,1.97298,0.19351,23.44109,0.00247,0,0.07726,2.49173,1.36856,0.91564,0.4517,5.95216,1.02069,0
Carex_pensylvanica,2.17158,4.02872,1.18585,5.52631,0.04545,0.07589,0.03625,0.8576,0.13563,0.13057,5.14553,9.32326,0,1.69228,0.27804,1.03551,0.02492,0.29682,0.10021,0.0481,0.77216,0.25636,0.25165,17.10983,2.65395,1.17752,2.3624,0.04831,0.21411,0.56316,0.22458,0.89637,1.16372,0.09345,0,1.15032,0.79674,0.9833,2.35061,8.77933,1.66311,2.53508,3.64045,1.84875,5.49432,0.33112,0.21978,0.13555,0.34144,0.42157,1.20292,0.14838,0.20867,0.56465,0.62755,3.79294,0.97961,1.81838,0.03935
Carex_plantaginea,3.33321,7.71429,0.03324,13.19856,0.22214,0.0349,2.52029,1.14899,24.34668,0.19967,6.18368,6.16781,0,1.48873,0,4.47092,0.01831,0.11512,0.06132,0,0.11355,0.9319,0.35758,0.048,6.07748,0.33028,0,0.0084,0.82325,0.00515,0.87269,0.09671,0.66393,0.02778,0,3.18442,2.23035,0.52426,0,0.00681,0.00734,4.7116,1.35086,0.06464,0.36297,0.06759,0.01846,0.1236,1.31471,0.68066,0.04719,0.0582,1.98121,0.19405,0.44193,0.01654,0.30233,0.01696,0.67864
Carex_swanii,2.39225,13.89091,1.15936,14.58415,2.99353,0.15353,0.61158,7.86065,8.17099,0.05673,1.03049,14.65105,0.19785,0.63876,0,0.06914,0.14788,1.38609,0.0007,0.0142,2.53058,0.78071,0.10895,0.40151,0.0004,0.00206,0.05171,0.03028,0.27173,0.01311,0,0.26182,1.69462,0.00287,0,0.39832,0.26514,0.13858,0,0.05753,0.18337,1.44726,1.57906,0.24301,1.01309,0.45665,1.39844,0.53559,6.14334,0.2619,0.05073,6.0188,1.12486,0.86562,0.496,0.02592,1.02837,0.01368,0.09452
Caripeta_divisata,7.08671,10.61593,0.13897,7.59985,0.00539,1.13782,1.19928,3.82471,14.83606,0.05597,3.6351,9.63826,1.84463,1.96267,0.03269,0.42467,0,0.01683,0,0,0.49373,0.12607,0,0.08562,12.85782,0.2813,0.64788,0.16653,0.0256,0.07025,0.02962,0.11448,5.26855,0.04763,0,0.26527,0.48597,0.14602,0,0.04232,0.56376,0.01476,0.06471,0.84204,0.11911,0.2847,1.01814,0.17928,0.06672,0.14852,0,9.50841,0.1364,0.04674,1.0074,0.55725,0.22879,0,0.0031
